id_publicacao;descricao;data_postagem;imagem;fk_usuario;fk_evento;publicacao_pai;tipo
273;Descricao adequada da publicação  55;29/04/2020;pub_114.jgp;453;55;55;PUBLICACAO
274;Descricao adequada da publicação  100;28/01/2020;pub_115.jgp;883;100;100;PUBLICACAO
275;Descricao adequada da publicação  13;21/10/2021;pub_116.jgp;119;13;13;PUBLICACAO
276;Descricao adequada da publicação  26;29/09/2021;pub_117.jgp;703;26;26;PUBLICACAO
277;Descricao adequada da publicação  151;29/07/2019;pub_118.jgp;1076;151;151;PUBLICACAO
278;Descricao adequada da publicação  137;29/09/2019;pub_119.jgp;57;137;137;PUBLICACAO
279;Descricao adequada da publicação  63;13/03/2020;pub_120.jgp;605;63;63;PUBLICACAO
280;Descricao adequada da publicação  19;30/01/2021;pub_121.jgp;339;19;19;PUBLICACAO
281;Descricao adequada da publicação  104;13/09/2020;pub_122.jgp;466;104;104;PUBLICACAO
282;Descricao adequada da publicação  116;07/05/2019;pub_123.jgp;1068;116;116;PUBLICACAO
283;Descricao adequada da publicação  112;14/03/2019;pub_124.jgp;387;112;112;PUBLICACAO
284;Descricao adequada da publicação  95;01/04/2020;pub_125.jgp;1126;95;95;PUBLICACAO
285;Descricao adequada da publicação  11;28/06/2021;pub_126.jgp;1102;11;11;PUBLICACAO
286;Descricao adequada da publicação  38;20/04/2021;pub_127.jgp;1159;38;38;PUBLICACAO
287;Descricao adequada da publicação  117;09/02/2019;pub_128.jgp;1102;117;117;PUBLICACAO
288;Descricao adequada da publicação  97;19/05/2020;pub_129.jgp;555;97;97;PUBLICACAO
289;Descricao adequada da publicação  117;06/02/2019;pub_130.jgp;665;117;117;PUBLICACAO
290;Descricao adequada da publicação  143;25/08/2019;pub_131.jgp;1096;143;143;PUBLICACAO
291;Descricao adequada da publicação  38;27/04/2021;pub_132.jgp;575;38;38;PUBLICACAO
292;Descricao adequada da publicação  33;28/09/2021;pub_133.jgp;757;33;33;PUBLICACAO
293;Descricao adequada da publicação  93;22/03/2020;pub_134.jgp;577;93;93;PUBLICACAO
294;Descricao adequada da publicação  142;27/08/2019;pub_135.jgp;1027;142;142;PUBLICACAO
295;Descricao adequada da publicação  72;28/11/2020;pub_136.jgp;334;72;72;PUBLICACAO
296;Descricao adequada da publicação  129;01/04/2019;pub_137.jgp;331;129;129;PUBLICACAO
297;Descricao adequada da publicação  113;24/04/2019;pub_138.jgp;245;113;113;PUBLICACAO
298;Descricao adequada da publicação  39;09/06/2021;pub_139.jgp;664;39;39;PUBLICACAO
299;Descricao adequada da publicação  54;10/04/2020;pub_140.jgp;757;54;54;PUBLICACAO
300;Descricao adequada da publicação  26;12/09/2021;pub_141.jgp;156;26;26;PUBLICACAO
301;Descricao adequada da publicação  60;01/08/2020;pub_142.jgp;664;60;60;PUBLICACAO
302;Descricao adequada da publicação  149;05/05/2019;pub_143.jgp;46;149;149;PUBLICACAO
303;Descricao adequada da publicação  71;03/07/2020;pub_144.jgp;583;71;71;PUBLICACAO
304;Descricao adequada da publicação  128;13/07/2019;pub_145.jgp;1001;128;128;PUBLICACAO
305;Descricao adequada da publicação  139;28/05/2019;pub_146.jgp;645;139;139;PUBLICACAO
306;Descricao adequada da publicação  54;28/04/2020;pub_147.jgp;676;54;54;PUBLICACAO
307;Descricao adequada da publicação  87;01/03/2020;pub_148.jgp;326;87;87;PUBLICACAO
308;Descricao adequada da publicação  22;02/06/2021;pub_149.jgp;976;22;22;PUBLICACAO
309;Descricao adequada da publicação  118;23/11/2019;pub_150.jgp;1096;118;118;PUBLICACAO
310;Descricao adequada da publicação  80;07/08/2020;pub_151.jgp;750;80;80;PUBLICACAO
311;Descricao adequada da publicação  124;02/02/2019;pub_152.jgp;180;124;124;PUBLICACAO
312;Descricao adequada da publicação  42;23/09/2021;pub_153.jgp;779;42;42;PUBLICACAO
313;Descricao adequada da publicação  157;15/04/2019;pub_154.jgp;958;157;157;PUBLICACAO
314;Descricao adequada da publicação  88;22/08/2020;pub_155.jgp;590;88;88;PUBLICACAO
315;Descricao adequada da publicação  129;17/03/2019;pub_156.jgp;267;129;129;PUBLICACAO
316;Descricao adequada da publicação  120;05/08/2019;pub_157.jgp;546;120;120;PUBLICACAO
317;Descricao adequada da publicação  7;16/05/2021;pub_158.jgp;1109;7;7;PUBLICACAO
318;Descricao adequada da publicação  50;21/05/2021;pub_159.jgp;407;50;50;PUBLICACAO
319;Descricao adequada da publicação  52;29/11/2021;pub_160.jgp;15;52;52;PUBLICACAO
320;Descricao adequada da publicação  27;09/02/2021;pub_161.jgp;1109;27;27;PUBLICACAO
321;Descricao adequada da publicação  28;22/03/2021;pub_162.jgp;148;28;28;PUBLICACAO
322;Descricao adequada da publicação  110;27/02/2019;pub_163.jgp;697;110;110;PUBLICACAO
323;Descricao adequada da publicação  113;22/04/2019;pub_164.jgp;90;113;113;PUBLICACAO
324;Descricao adequada da publicação  31;14/06/2021;pub_165.jgp;797;31;31;PUBLICACAO
325;Descricao adequada da publicação  130;14/12/2019;pub_166.jgp;660;130;130;PUBLICACAO
326;Descricao adequada da publicação  133;17/08/2019;pub_167.jgp;717;133;133;PUBLICACAO
327;Descricao adequada da publicação  19;24/01/2021;pub_168.jgp;323;19;19;PUBLICACAO
328;Descricao adequada da publicação  61;17/03/2020;pub_169.jgp;565;61;61;PUBLICACAO
329;Descricao adequada da publicação  149;26/04/2019;pub_170.jgp;273;149;149;PUBLICACAO
330;Descricao adequada da publicação  69;10/11/2020;pub_171.jgp;450;69;69;PUBLICACAO
331;Descricao adequada da publicação  15;18/10/2021;pub_172.jgp;39;15;15;PUBLICACAO
332;Descricao adequada da publicação  122;03/10/2019;pub_173.jgp;1082;122;122;PUBLICACAO
333;Descricao adequada da publicação  20;18/01/2021;pub_174.jgp;736;20;20;PUBLICACAO
334;Descricao adequada da publicação  68;04/07/2020;pub_175.jgp;417;68;68;PUBLICACAO
335;Descricao adequada da publicação  101;12/03/2020;pub_176.jgp;996;101;101;PUBLICACAO
336;Descricao adequada da publicação  156;02/10/2019;pub_177.jgp;520;156;156;PUBLICACAO
337;Descricao adequada da publicação  97;16/05/2020;pub_178.jgp;436;97;97;PUBLICACAO
338;Descricao adequada da publicação  61;17/03/2020;pub_179.jgp;1141;61;61;PUBLICACAO
339;Descricao adequada da publicação  101;06/03/2020;pub_180.jgp;354;101;101;PUBLICACAO
340;Descricao adequada da publicação  153;19/02/2019;pub_181.jgp;888;153;153;PUBLICACAO
341;Descricao adequada da publicação  12;11/04/2021;pub_182.jgp;559;12;12;PUBLICACAO
342;Descricao adequada da publicação  52;27/11/2021;pub_183.jgp;834;52;52;PUBLICACAO
343;Descricao adequada da publicação  131;29/03/2019;pub_184.jgp;1068;131;131;PUBLICACAO
344;Descricao adequada da publicação  112;27/02/2019;pub_185.jgp;1085;112;112;PUBLICACAO
345;Descricao adequada da publicação  154;07/10/2019;pub_186.jgp;673;154;154;PUBLICACAO
346;Descricao adequada da publicação  98;30/08/2020;pub_187.jgp;808;98;98;PUBLICACAO
347;Descricao adequada da publicação  8;16/11/2021;pub_188.jgp;711;8;8;PUBLICACAO
348;Descricao adequada da publicação  112;17/02/2019;pub_189.jgp;792;112;112;PUBLICACAO
349;Descricao adequada da publicação  19;25/01/2021;pub_190.jgp;215;19;19;PUBLICACAO
350;Descricao adequada da publicação  146;07/09/2019;pub_191.jgp;1057;146;146;PUBLICACAO
351;Descricao adequada da publicação  65;03/05/2020;pub_192.jgp;319;65;65;PUBLICACAO
352;Descricao adequada da publicação  150;23/02/2019;pub_193.jgp;840;150;150;PUBLICACAO
353;Descricao adequada da publicação  7;23/04/2021;pub_194.jgp;298;7;7;PUBLICACAO
354;Descricao adequada da publicação  115;24/05/2019;pub_195.jgp;463;115;115;PUBLICACAO
355;Descricao adequada da publicação  114;11/01/2019;pub_196.jgp;675;114;114;PUBLICACAO
356;Descricao adequada da publicação  151;13/07/2019;pub_197.jgp;183;151;151;PUBLICACAO
357;Descricao adequada da publicação  153;14/02/2019;pub_198.jgp;327;153;153;PUBLICACAO
358;Descricao adequada da publicação  4;20/06/2021;pub_199.jgp;968;4;4;PUBLICACAO
359;Descricao adequada da publicação  155;08/03/2019;pub_200.jgp;769;155;155;PUBLICACAO
360;Descricao adequada da publicação  90;21/07/2020;pub_201.jgp;1149;90;90;PUBLICACAO
361;Descricao adequada da publicação  45;22/06/2021;pub_202.jgp;450;45;45;PUBLICACAO
362;Descricao adequada da publicação  26;22/09/2021;pub_203.jgp;301;26;26;PUBLICACAO
363;Descricao adequada da publicação  6;29/04/2021;pub_204.jgp;137;6;6;PUBLICACAO
364;Descricao adequada da publicação  20;11/01/2021;pub_205.jgp;794;20;20;PUBLICACAO
365;Descricao adequada da publicação  123;03/03/2019;pub_206.jgp;1007;123;123;PUBLICACAO
366;Descricao adequada da publicação  85;02/05/2020;pub_207.jgp;469;85;85;PUBLICACAO
367;Descricao adequada da publicação  145;10/10/2019;pub_208.jgp;125;145;145;PUBLICACAO
368;Descricao adequada da publicação  122;19/10/2019;pub_209.jgp;1165;122;122;PUBLICACAO
369;Descricao adequada da publicação  39;30/06/2021;pub_210.jgp;415;39;39;PUBLICACAO
370;Descricao adequada da publicação  108;03/09/2019;pub_211.jgp;274;108;108;PUBLICACAO
371;Descricao adequada da publicação  149;25/04/2019;pub_212.jgp;350;149;149;PUBLICACAO
372;Descricao adequada da publicação  67;12/10/2020;pub_213.jgp;1083;67;67;PUBLICACAO
373;Descricao adequada da publicação  26;08/09/2021;pub_214.jgp;975;26;26;PUBLICACAO
374;Descricao adequada da publicação  115;25/05/2019;pub_215.jgp;432;115;115;PUBLICACAO
375;Descricao adequada da publicação  77;25/09/2020;pub_216.jgp;330;77;77;PUBLICACAO
376;Descricao adequada da publicação  107;13/02/2019;pub_217.jgp;988;107;107;PUBLICACAO
377;Descricao adequada da publicação  109;18/01/2019;pub_218.jgp;624;109;109;PUBLICACAO
378;Descricao adequada da publicação  40;13/08/2021;pub_219.jgp;180;40;40;PUBLICACAO
379;Descricao adequada da publicação  27;30/01/2021;pub_220.jgp;119;27;27;PUBLICACAO
380;Descricao adequada da publicação  95;22/03/2020;pub_221.jgp;454;95;95;PUBLICACAO
381;Descricao adequada da publicação  143;01/08/2019;pub_222.jgp;891;143;143;PUBLICACAO
382;Descricao adequada da publicação  75;17/06/2020;pub_223.jgp;171;75;75;PUBLICACAO
383;Descricao adequada da publicação  30;11/08/2021;pub_224.jgp;402;30;30;PUBLICACAO
384;Descricao adequada da publicação  116;12/05/2019;pub_225.jgp;880;116;116;PUBLICACAO
385;Descricao adequada da publicação  56;13/06/2020;pub_226.jgp;791;56;56;PUBLICACAO
386;Descricao adequada da publicação  35;29/03/2021;pub_227.jgp;936;35;35;PUBLICACAO
387;Descricao adequada da publicação  5;17/08/2021;pub_228.jgp;372;5;5;PUBLICACAO
388;Descricao adequada da publicação  26;08/10/2021;pub_229.jgp;205;26;26;PUBLICACAO
389;Descricao adequada da publicação  138;15/10/2019;pub_230.jgp;630;138;138;PUBLICACAO
390;Descricao adequada da publicação  122;15/10/2019;pub_231.jgp;629;122;122;PUBLICACAO
391;Descricao adequada da publicação  89;17/07/2020;pub_232.jgp;978;89;89;PUBLICACAO
392;Descricao adequada da publicação  145;03/10/2019;pub_233.jgp;135;145;145;PUBLICACAO
393;Descricao adequada da publicação  103;31/07/2020;pub_234.jgp;1137;103;103;PUBLICACAO
394;Descricao adequada da publicação  79;26/03/2020;pub_235.jgp;827;79;79;PUBLICACAO
395;Descricao adequada da publicação  50;01/06/2021;pub_236.jgp;139;50;50;PUBLICACAO
396;Descricao adequada da publicação  132;30/03/2019;pub_237.jgp;729;132;132;PUBLICACAO
397;Descricao adequada da publicação  44;06/09/2021;pub_238.jgp;628;44;44;PUBLICACAO
398;Descricao adequada da publicação  39;05/07/2021;pub_239.jgp;772;39;39;PUBLICACAO
399;Descricao adequada da publicação  64;19/02/2020;pub_240.jgp;469;64;64;PUBLICACAO
400;Descricao adequada da publicação  45;20/06/2021;pub_241.jgp;282;45;45;PUBLICACAO
401;Descricao adequada da publicação  74;15/10/2020;pub_242.jgp;61;74;74;PUBLICACAO
402;Descricao adequada da publicação  91;18/01/2020;pub_243.jgp;1111;91;91;PUBLICACAO
403;Descricao adequada da publicação  53;11/11/2021;pub_244.jgp;489;53;53;PUBLICACAO
404;Descricao adequada da publicação  79;15/03/2020;pub_245.jgp;59;79;79;PUBLICACAO
405;Descricao adequada da publicação  16;10/05/2021;pub_246.jgp;1033;16;16;PUBLICACAO
406;Descricao adequada da publicação  40;07/08/2021;pub_247.jgp;421;40;40;PUBLICACAO
407;Descricao adequada da publicação  46;07/11/2021;pub_248.jgp;70;46;46;PUBLICACAO
408;Descricao adequada da publicação  105;15/10/2020;pub_249.jgp;84;105;105;PUBLICACAO
409;Descricao adequada da publicação  97;29/05/2020;pub_250.jgp;932;97;97;PUBLICACAO
410;Descricao adequada da publicação  92;01/04/2020;pub_251.jgp;848;92;92;PUBLICACAO
411;Descricao adequada da publicação  159;27/03/2019;pub_252.jgp;746;159;159;PUBLICACAO
412;Descricao adequada da publicação  126;09/08/2019;pub_253.jgp;1041;126;126;PUBLICACAO
413;Descricao adequada da publicação  10;02/05/2021;pub_254.jgp;360;10;10;PUBLICACAO
414;Descricao adequada da publicação  109;10/01/2019;pub_255.jgp;641;109;109;PUBLICACAO
415;Descricao adequada da publicação  30;28/07/2021;pub_256.jgp;618;30;30;PUBLICACAO
416;Descricao adequada da publicação  15;17/10/2021;pub_257.jgp;868;15;15;PUBLICACAO
417;Descricao adequada da publicação  152;01/05/2019;pub_258.jgp;1173;152;152;PUBLICACAO
418;Descricao adequada da publicação  157;18/04/2019;pub_259.jgp;948;157;157;PUBLICACAO
419;Descricao adequada da publicação  38;15/05/2021;pub_260.jgp;35;38;38;PUBLICACAO
420;Descricao adequada da publicação  119;05/06/2019;pub_261.jgp;725;119;119;PUBLICACAO
421;Descricao adequada da publicação  121;29/06/2019;pub_262.jgp;156;121;121;PUBLICACAO
422;Descricao adequada da publicação  18;11/05/2021;pub_263.jgp;965;18;18;PUBLICACAO
423;Descricao adequada da publicação  75;20/06/2020;pub_264.jgp;766;75;75;PUBLICACAO
424;Descricao adequada da publicação  66;29/10/2020;pub_265.jgp;538;66;66;PUBLICACAO
425;Descricao adequada da publicação  48;07/08/2021;pub_266.jgp;977;48;48;PUBLICACAO
426;Descricao adequada da publicação  117;28/02/2019;pub_267.jgp;788;117;117;PUBLICACAO
427;Descricao adequada da publicação  118;13/11/2019;pub_268.jgp;976;118;118;PUBLICACAO
428;Descricao adequada da publicação  8;01/12/2021;pub_269.jgp;91;8;8;PUBLICACAO
429;Descricao adequada da publicação  107;30/01/2019;pub_270.jgp;201;107;107;PUBLICACAO
430;Descricao adequada da publicação  23;23/09/2021;pub_271.jgp;547;23;23;PUBLICACAO
431;Descricao adequada da publicação  69;25/10/2020;pub_272.jgp;136;69;69;PUBLICACAO
432;Descricao adequada da publicação  81;07/06/2020;pub_273.jgp;625;81;81;PUBLICACAO
433;Descricao adequada da publicação  22;30/05/2021;pub_274.jgp;961;22;22;PUBLICACAO
434;Descricao adequada da publicação  5;24/08/2021;pub_275.jgp;25;5;5;PUBLICACAO
435;Descricao adequada da publicação  66;06/11/2020;pub_276.jgp;121;66;66;PUBLICACAO
436;Descricao adequada da publicação  6;12/05/2021;pub_277.jgp;811;6;6;PUBLICACAO
437;Descricao adequada da publicação  47;28/04/2021;pub_278.jgp;500;47;47;PUBLICACAO
438;Descricao adequada da publicação  64;16/02/2020;pub_279.jgp;764;64;64;PUBLICACAO
439;Descricao adequada da publicação  17;20/03/2021;pub_280.jgp;118;17;17;PUBLICACAO
440;Descricao adequada da publicação  78;25/07/2020;pub_281.jgp;873;78;78;PUBLICACAO
441;Descricao adequada da publicação  49;09/10/2021;pub_282.jgp;763;49;49;PUBLICACAO
442;Descricao adequada da publicação  110;13/02/2019;pub_283.jgp;601;110;110;PUBLICACAO
443;Descricao adequada da publicação  112;13/03/2019;pub_284.jgp;932;112;112;PUBLICACAO
444;Descricao adequada da publicação  101;20/03/2020;pub_285.jgp;372;101;101;PUBLICACAO
445;Descricao adequada da publicação  130;09/12/2019;pub_286.jgp;939;130;130;PUBLICACAO
446;Descricao adequada da publicação  96;09/05/2020;pub_287.jgp;198;96;96;PUBLICACAO
447;Descricao adequada da publicação  151;05/07/2019;pub_288.jgp;1175;151;151;PUBLICACAO
448;Descricao adequada da publicação  83;30/08/2020;pub_289.jgp;876;83;83;PUBLICACAO
449;Descricao adequada da publicação  10;27/05/2021;pub_290.jgp;398;10;10;PUBLICACAO
450;Descricao adequada da publicação  24;06/08/2021;pub_291.jgp;1026;24;24;PUBLICACAO
451;Descricao adequada da publicação  145;27/09/2019;pub_292.jgp;1069;145;145;PUBLICACAO
452;Descricao adequada da publicação  11;17/06/2021;pub_293.jgp;465;11;11;PUBLICACAO
453;Descricao adequada da publicação  142;16/09/2019;pub_294.jgp;1064;142;142;PUBLICACAO
454;Descricao adequada da publicação  108;07/09/2019;pub_295.jgp;660;108;108;PUBLICACAO
455;Descricao adequada da publicação  30;12/08/2021;pub_296.jgp;97;30;30;PUBLICACAO
456;Descricao adequada da publicação  86;24/10/2020;pub_297.jgp;585;86;86;PUBLICACAO
457;Descricao adequada da publicação  74;05/10/2020;pub_298.jgp;666;74;74;PUBLICACAO
458;Descricao adequada da publicação  81;17/06/2020;pub_299.jgp;86;81;81;PUBLICACAO
459;Descricao adequada da publicação  90;08/07/2020;pub_300.jgp;332;90;90;PUBLICACAO
460;Descricao adequada da publicação  95;25/03/2020;pub_301.jgp;1018;95;95;PUBLICACAO
461;Descricao adequada da publicação  153;12/02/2019;pub_302.jgp;289;153;153;PUBLICACAO
462;Descricao adequada da publicação  78;25/07/2020;pub_303.jgp;845;78;78;PUBLICACAO
463;Descricao adequada da publicação  50;09/06/2021;pub_304.jgp;1134;50;50;PUBLICACAO
464;Descricao adequada da publicação  85;25/04/2020;pub_305.jgp;115;85;85;PUBLICACAO
465;Descricao adequada da publicação  125;13/02/2019;pub_306.jgp;999;125;125;PUBLICACAO
466;Descricao adequada da publicação  63;05/03/2020;pub_307.jgp;577;63;63;PUBLICACAO
467;Descricao adequada da publicação  126;01/08/2019;pub_308.jgp;1035;126;126;PUBLICACAO
468;Descricao adequada da publicação  127;28/06/2019;pub_309.jgp;430;127;127;PUBLICACAO
469;Descricao adequada da publicação  47;08/05/2021;pub_310.jgp;562;47;47;PUBLICACAO
470;Descricao adequada da publicação  92;18/03/2020;pub_311.jgp;862;92;92;PUBLICACAO
471;Descricao adequada da publicação  121;26/06/2019;pub_312.jgp;61;121;121;PUBLICACAO
472;Descricao adequada da publicação  30;19/08/2021;pub_313.jgp;999;30;30;PUBLICACAO
473;Descricao adequada da publicação  103;16/08/2020;pub_314.jgp;1052;103;103;PUBLICACAO
474;Descricao adequada da publicação  140;07/03/2019;pub_315.jgp;158;140;140;PUBLICACAO
475;Descricao adequada da publicação  144;07/03/2019;pub_316.jgp;702;144;144;PUBLICACAO
476;Descricao adequada da publicação  124;11/01/2019;pub_317.jgp;957;124;124;PUBLICACAO
477;Descricao adequada da publicação  143;25/08/2019;pub_318.jgp;314;143;143;PUBLICACAO
478;Descricao adequada da publicação  30;13/08/2021;pub_319.jgp;1174;30;30;PUBLICACAO
479;Descricao adequada da publicação  154;01/10/2019;pub_320.jgp;916;154;154;PUBLICACAO
480;Descricao adequada da publicação  86;08/10/2020;pub_321.jgp;1040;86;86;PUBLICACAO
481;Descricao adequada da publicação  89;19/07/2020;pub_322.jgp;505;89;89;PUBLICACAO
482;Descricao adequada da publicação  46;01/12/2021;pub_323.jgp;172;46;46;PUBLICACAO
483;Descricao adequada da publicação  41;27/03/2021;pub_324.jgp;283;41;41;PUBLICACAO
484;Descricao adequada da publicação  80;08/07/2020;pub_325.jgp;256;80;80;PUBLICACAO
485;Descricao adequada da publicação  67;10/10/2020;pub_326.jgp;128;67;67;PUBLICACAO
486;Descricao adequada da publicação  139;15/05/2019;pub_327.jgp;422;139;139;PUBLICACAO
487;Descricao adequada da publicação  42;31/08/2021;pub_328.jgp;656;42;42;PUBLICACAO
488;Descricao adequada da publicação  2;16/02/2021;pub_329.jgp;718;2;2;PUBLICACAO
489;Descricao adequada da publicação  59;01/12/2020;pub_330.jgp;18;59;59;PUBLICACAO
490;Descricao adequada da publicação  55;05/05/2020;pub_331.jgp;1135;55;55;PUBLICACAO
491;Descricao adequada da publicação  18;25/05/2021;pub_332.jgp;190;18;18;PUBLICACAO
492;Descricao adequada da publicação  127;09/07/2019;pub_333.jgp;658;127;127;PUBLICACAO
493;Descricao adequada da publicação  81;08/06/2020;pub_334.jgp;168;81;81;PUBLICACAO
